VertexTo VertexFrom TimeStart TimeStop
2955038711030269 596098021027821 1 1
2955038711030269 246953 1 1
2955038711030269 2955038712025811 1 1
1178202 1501682 1 1
1178202 1336874 1 1
1178202 561394 1 1
1178202 1462586 1 1
2955038712027420 2955038712027681 1 1
1477681 267649 1 1
1477681 1035379 1 1
1519590 314335 1 1
1519590 1306401 1 1
1519590 1356949 1 1
1519590 1026369 1 1
1288722 1473378 1 1
1288722 1152100 1 1
1288722 226232 1 1
1288722 1012404 1 1
1288722 1479618 1 1
1288722 1416155 1 1
1288722 21838 1 1
1288722 251925 1 1
1289143 1225526 1 1
1289143 1081434 1 1
1399467 1421266 1 1
1399467 1241659 1 1
1302035 441355 1 1
1424680 1267641 1 1
1073872 1370125 1 1
1156786 1119288 1 1
1249230 1209569 1 1
1249230 1407907 1 1
1219818 1016420 1 1
1219818 1481301 1 1
1057695 1192357 1 1
1179329 1108348 1 1
1179329 1550571 1 1
1179329 1153154 1 1
1179329 163874 1 1
1179329 1232061 1 1
1473378 1288722 1 1
1473378 1152100 1 1
1473378 226232 1 1
1473378 1012404 1 1
1473378 1479618 1 1
1473378 21838 1 1
1473378 251925 1 1
736158 158426 1 1
1278112 1226706 1 1
1278112 186199 1 1
1278112 20724 1 1
1169982 555990 1 1
2955038711023972 596098021028987 1 1
2955038711023972 596098021026384 1 1
688065 1040688 1 1
688065 152466 1 1
688065 1289350 1 1
688065 345867 1 1
1078445 1260947 1 1
1078445 1209525 1 1
1013800 1133853 1 1
5786821411023687 1559067 1 1
5786821411023687 1303911 1 1
1551186 1057318 1 1
1551186 1360302 1 1
323736 102699 1 1
323736 1397100 1 1
1216775 173688 1 1
1519002 1558501 1 1
1397132 2955038711022612 1 1
1057522 1441989 1 1
1057522 1500584 1 1
1057522 469770 1 1
1057522 155229 1 1
1057522 1432125 1 1
1057522 1059326 1 1
1057522 1139775 1 1
404279 1067082 1 1
1092115 1115564 1 1
1092115 1575142 1 1
1092115 1503689 1 1
1092115 1226689 1 1
1092115 1285371 1 1
1092115 161315 1 1
1092115 1281412 1 1
1092115 1031429 1 1
1092115 1084056 1 1
1092115 1401668 1 1
1092115 1116894 1 1
1180613 1221750 1 1
1180613 1052527 1 1
1046814 277810 1 1
1046814 396584 1 1
1046814 1219596 1 1
1046814 596098021029254 1 1
596098021028987 2955038711023972 1 1
596098021028987 596098021026384 1 1
1528338 252650 1 1
1337893 140662 1 1
1418400 248852 1 1
159812 117176 1 1
159812 490000 1 1
1429430 202363 1 1
1429430 1439199 1 1
1429430 1364664 1 1
1429430 1114028 1 1
1429430 1511640 1 1
1429430 138621 1 1
596098022026728 1543166 1 1
1254264 1253937 1 1
1254264 1372161 1 1
1254264 1204968 1 1
1254264 1144879 1 1
1254264 446803 1 1
162026 1020186 1 1
162026 1183543 1 1
1291184 140502 1 1
1291184 1297559 1 1
1291184 1274573 1 1
1238339 1015903 1 1
1238339 173261 1 1
205250 1222729 1 1
153837 1075852 1 1
153837 1463777 1 1
153837 1392541 1 1
1184065 1498862 1 1
1184065 366420 1 1
1184065 1486882 1 1
1184065 1378529 1 1
1184065 376456 1 1
1184065 14044 1 1
1184065 234912 1 1
1184065 1052664 1 1
1277140 1183183 1 1
1277140 1377234 1 1
1501475 1179355 1 1
1164004 179273 1 1
1164004 1571290 1 1
1164004 1221193 1 1
1252385 1414481 1 1
1520386 1281618 1 1
1520386 1215566 1 1
1520386 1307422 1 1
109795 293518 1 1
1558412 227634 1 1
1558412 1245856 1 1
242520 547177 1 1
401736 438121 1 1
1109817 1300809 1 1
1020186 162026 1 1
1020186 1183543 1 1
1099498 1382617 1 1
1291808 1435857 1 1
1099492 1469251 1 1
1126909 1160456 1 1
1126909 1167072 1 1
1466721 1079282 1 1
1466721 1171323 1 1
1164714 1209236 1 1
1365771 161173 1 1
1365771 1489652 1 1
199316 262921 1 1
199316 1560866 1 1
1154946 443545 1 1
1154946 1140874 1 1
1154946 1278034 1 1
1154946 1050364 1 1
1154946 1458272 1 1
1154946 1589200 1 1
1154946 310400 1 1
1154946 1091919 1 1
1154946 1334232 1 1
1154946 1516936 1 1
1154946 1445362 1 1
1154946 484860 1 1
1221750 1180613 1 1
1221750 1052527 1 1
346149 1292173 1 1
346149 1420616 1 1
346149 1459967 1 1
346149 100328 1 1
346149 1060424 1 1
5786821412026594 5786821411021828 1 1
1368844 1080965 1 1
1368844 1145841 1 1
1040643 1119919 1 1
1423353 1227191 1 1
1423353 1102849 1 1
1423353 22576 1 1
1423353 1370522 1 1
1037258 1060939 1 1
1037258 1308026 1 1
1037258 128346 1 1
1037258 214555 1 1
1037258 1428665 1 1
1037258 1224109 1 1
1037258 1549610 1 1
1037258 1025093 1 1
1037258 1559001 1 1
1498862 1184065 1 1
1498862 366420 1 1
1498862 1486882 1 1
1498862 1378529 1 1
1498862 1151712 1 1
1498862 376456 1 1
1498862 14044 1 1
1498862 234912 1 1
1498862 1052664 1 1
1053682 1148084 1 1
1053682 165630 1 1
1053682 1353896 1 1
1053682 1397279 1 1
1053682 159792 1 1
1053682 1006192 1 1
1053682 246285 1 1
1053682 1151888 1 1
1485811 1437570 1 1
1485811 1275405 1 1
596098022026543 1109329 1 1
596098022026543 1127016 1 1
299891 139080 1 1
1106990 185620 1 1
1106990 1530350 1 1
1106990 343918 1 1
1152100 1288722 1 1
1152100 1473378 1 1
1152100 226232 1 1
1152100 1012404 1 1
1152100 1479618 1 1
1152100 21838 1 1
1152100 251925 1 1
1222729 205250 1 1
1445434 1375132 1 1
1445434 504690 1 1
1445434 1456245 1 1
1159211 1194126 1 1
1212859 1456068 1 1
1506261 109050 1 1
1506261 1304377 1 1
1370286 1486780 1 1
1370286 1571705 1 1
1370286 1273730 1 1
1370286 1398033 1 1
1370286 1027010 1 1
1370286 259810 1 1
1561586 128423 1 1
1561586 1080973 1 1
1561586 1384456 1 1
1063381 1013438 1 1
533877 1246034 1 1
1210988 118085 1 1
1419886 1421300 1 1
1419886 1556453 1 1
596098021023376 596098021028376 1 1
596098021023376 596098022026975 1 1
596098021023376 596098021022994 1 1
1547983 1406629 1 1
1012444 1255135 1 1
1012444 324044 1 1
1012444 245944 1 1
1012444 223727 1 1
1012444 12198 1 1
1012444 1271893 1 1
1012444 1551287 1 1
1012444 1018752 1 1
295196 1317588 1 1
295196 1411881 1 1
295196 1250836 1 1
295196 1142136 1 1
295196 142074 1 1
295196 1113147 1 1
295196 308767 1 1
295196 1573693 1 1
268049 337267 1 1
268049 447504 1 1
268049 242834 1 1
268049 233902 1 1
268049 212325 1 1
1162089 1348571 1 1
1162089 1297466 1 1
1162089 188858 1 1
1162089 1266555 1 1
1050889 1207326 1 1
1050889 24319 1 1
164996 1412419 1 1
1132825 1083613 1 1
1132825 1346770 1 1
1132825 172482 1 1
157711 1008198 1 1
1455003 1286518 1 1
1148704 1067478 1 1
1148704 292365 1 1
1148704 1167310 1 1
1148704 176791 1 1
137329 5786821411028039 1 1
137329 1312643 1 1
1169617 1069757 1 1
1118516 1053104 1 1
1118516 1143279 1 1
1310932 1231026 1 1
369281 1041247 1 1
1151353 1505182 1 1
1151353 1591593 1 1
443545 1154946 1 1
443545 1140874 1 1
443545 1278034 1 1
443545 1050364 1 1
443545 1458272 1 1
443545 1589200 1 1
443545 310400 1 1
443545 1091919 1 1
443545 1334232 1 1
443545 1516936 1 1
443545 1445362 1 1
443545 484860 1 1
164905 5786821411026140 1 1
164905 5786821412026800 1 1
164905 1312643 1 1
164905 1283152 1 1
444639 178872 1 1
444639 1126259 1 1
444639 1243465 1 1
444639 1132970 1 1
444639 1154141 1 1
1543166 596098022026728 1 1
366420 1184065 1 1
366420 1498862 1 1
366420 1339222 1 1
366420 1378529 1 1
366420 1151712 1 1
366420 376456 1 1
366420 14044 1 1
366420 234912 1 1
366420 1231477 1 1
366420 174788 1 1
318996 1416437 1 1
318996 1306165 1 1
318996 1317952 1 1
258827 25719 1 1
258827 1201712 1 1
1075852 153837 1 1
1075852 1463777 1 1
1075852 1392541 1 1
1549499 1478417 1 1
1549499 298876 1 1
245020 656824 1 1
1421206 1339081 1 1
47339 1518819 1 1
47339 239273 1 1
372799 242910 1 1
372799 1359096 1 1
372799 107349 1 1
1108348 1179329 1 1
1108348 163874 1 1
1108348 1232061 1 1
596098021022570 596098021022815 1 1
596098021022570 1101688 1 1
1200833 425880 1 1
1006071 157541 1 1
1405902 1215156 1 1
1405902 1225725 1 1
1486780 1370286 1 1
1486780 1571705 1 1
1486780 1273730 1 1
1486780 1398033 1 1
1486780 1027010 1 1
1486780 259810 1 1
1502521 1310141 1 1
1284013 1070536 1 1
596098021022979 1340064 1 1
596098021022979 596098022027019 1 1
596098021022979 596098022027041 1 1
267649 1477681 1 1
267649 1035379 1 1
1580891 1055794 1 1
1580891 1396176 1 1
1453990 1294882 1 1
28737 1262523 1 1
28737 1087746 1 1
28737 1351960 1 1
28737 20201 1 1
28737 1119780 1 1
1160155 1205669 1 1
1160155 1175910 1 1
203339 1515652 1 1
203339 1344362 1 1
203339 1360764 1 1
203339 302894 1 1
1407056 1316048 1 1
1407056 1576724 1 1
1407056 219457 1 1
1197880 1398671 1 1
1197880 1460417 1 1
217697 1212266 1 1
217697 1369464 1 1
217697 1392179 1 1
1532331 1577194 1 1
1532331 1295074 1 1
1532331 149830 1 1
1208302 1570500 1 1
596098021026313 2955038712027110 1 1
1447476 270849 1 1
1447476 1288655 1 1
1447476 1066049 1 1
1366685 185149 1 1
184274 1422078 1 1
5786821411024155 1201398 1 1
5786821411024155 1392567 1 1
181817 1000276 1 1
181817 1404582 1 1
181817 133577 1 1
1488511 1261921 1 1
1488511 15562 1 1
26554 1292112 1 1
5786821413028182 5786821411028039 1 1
5786821413028182 5786821411024746 1 1
1037560 1085999 1 1
1037560 253140 1 1
1257288 187630 1 1
1021902 1279792 1 1
1021902 252650 1 1
1021902 1174520 1 1
1061128 1498706 1 1
1092964 1468977 1 1
1092964 5470 1 1
1092964 1465419 1 1
1092964 1231398 1 1
1092964 147350 1 1
1092964 1303706 1 1
1545599 1369635 1 1
1545599 1435308 1 1
1545599 349021 1 1
1545599 1550346 1 1
1586199 1567746 1 1
1586199 1061296 1 1
1586199 1365419 1 1
1586199 305799 1 1
1204229 1036247 1 1
1204229 515621 1 1
20620 1126977 1 1
1293140 1300050 1 1
486643 1238017 1 1
486643 1309630 1 1
1347675 101410 1 1
1347675 1069718 1 1
1347675 1477215 1 1
1482176 1564557 1 1
1568408 151193 1 1
1260947 1078445 1 1
1355342 1051327 1 1
1355342 1433686 1 1
1355342 1238700 1 1
1238785 1359165 1 1
1104325 1394701 1 1
1366592 1589967 1 1
1366592 1163525 1 1
1366592 236634 1 1
1366592 1415237 1 1
1366592 358702 1 1
1226830 401416 1 1
1226830 1275089 1 1
1125152 205444 1 1
1325035 596098021022346 1 1
1230932 1335790 1 1
1230932 1131797 1 1
308856 191318 1 1
308856 344029 1 1
308856 1486001 1 1
308856 1540074 1 1
308856 1383734 1 1
427219 1220279 1 1
427219 1116875 1 1
1585546 160326 1 1
1395143 1344949 1 1
1191051 1450641 1 1
1191051 1343169 1 1
1191051 302261 1 1
1191051 299393 1 1
1477098 29462 1 1
1242960 1307338 1 1
1242960 1021963 1 1
1214723 13134 1 1
1214723 115128 1 1
1214723 1525179 1 1
1214723 1439537 1 1
210153 1256497 1 1
210153 1480553 1 1
1511164 1064321 1 1
1126751 1431152 1 1
2955038712027075 1571656 1 1
2955038712027075 1489562 1 1
2955038712027075 1292273 1 1
1450641 1364364 1 1
1450641 304005 1 1
1450641 1191051 1 1
1450641 1585357 1 1
1450641 238568 1 1
1450641 1343169 1 1
1450641 302261 1 1
1450641 299393 1 1
289473 1498706 1 1
1116127 386607 1 1
1116127 1427400 1 1
1116127 1278196 1 1
1116127 1484406 1 1
1116127 125779 1 1
1116127 1274379 1 1
1118582 1326824 1 1
1118582 1115314 1 1
1505182 1151353 1 1
1505182 1345909 1 1
1505182 1591593 1 1
1194863 1400892 1 1
1194863 1061625 1 1
1194863 300403 1 1
1088871 1236847 1 1
1449061 154093 1 1
1449061 1215521 1 1
1449061 1004927 1 1
1449061 150238 1 1
1573005 1543837 1 1
1179592 1096027 1 1
1179592 209264 1 1
1066168 1322709 1 1
1066168 348945 1 1
1066168 1288575 1 1
1419334 1219557 1 1
1419334 332190 1 1
1419334 134768 1 1
1419334 19621 1 1
1419334 1079150 1 1
1572067 1475708 1 1
25641 1113468 1 1
1046808 1410804 1 1
1046808 1538878 1 1
1046808 1550080 1 1
1046808 407472 1 1
2955038712026656 1413954 1 1
2955038712026656 596098021023992 1 1
1331441 1076830 1 1
2955038711021933 596098021021756 1 1
1438567 1178959 1 1
104645 1418857 1 1
104645 1085735 1 1
104645 248208 1 1
104645 1332229 1 1
1321316 294928 1 1
2955038711022657 596098021023570 1 1
1006221 1343484 1 1
1006221 1258435 1 1
167082 224829 1 1
167082 1392541 1 1
1262024 1163450 1 1
1262024 1384075 1 1
1069126 364851 1 1
1069126 1535729 1 1
1466932 1220213 1 1
1466932 1032615 1 1
1466932 1003590 1 1
1466932 1559717 1 1
1463416 1210901 1 1
1463416 190368 1 1
1463416 1019812 1 1
155893 178925 1 1
247531 478057 1 1
325106 1465324 1 1
178872 444639 1 1
178872 1126259 1 1
178872 1132970 1 1
178872 1154141 1 1
2955038711026331 1059049 1 1
130445 219457 1 1
1279792 1021902 1 1
1279792 252650 1 1
1279792 1174520 1 1
1054240 1317701 1 1
2449133521026879 1548172 1 1
1275706 1460273 1 1
1275706 1330464 1 1
1355626 283423 1 1
1097247 1253517 1 1
1220213 1466932 1 1
1220213 1032615 1 1
1220213 1003590 1 1
1220213 1559717 1 1
1183139 1075472 1 1
1431152 1126751 1 1
1138422 1156761 1 1
1138422 1284881 1 1
455194 415940 1 1
455194 1102634 1 1
1348571 1162089 1 1
1348571 1297466 1 1
1348571 188858 1 1
1348571 1266555 1 1
539100 1578329 1 1
539100 1560668 1 1
539100 1253860 1 1
539100 1342532 1 1
539100 16613 1 1
539100 1282122 1 1
24814 1488582 1 1
24814 1527015 1 1
24814 1257538 1 1
1566920 1202986 1 1
1566920 333532 1 1
1212266 217697 1 1
1212266 1369464 1 1
1212266 1253010 1 1
2955038711027095 1034278 1 1
2955038711027095 596098021023504 1 1
2955038711027095 2955038711021853 1 1
547177 242520 1 1
1408667 1325738 1 1
1408667 1482384 1 1
1408667 1531135 1 1
1368694 1492947 1 1
297834 1414384 1 1
1418062 1194982 1 1
1153500 1490575 1 1
281103 1339529 1 1
281103 1152575 1 1
281103 190435 1 1
281103 1236338 1 1
1508856 123802 1 1
1412178 263490 1 1
1412178 1254562 1 1
596098021025334 23193 1 1
596098021025334 1489964 1 1
596098021025334 596098021028040 1 1
2955038712026887 596098021024938 1 1
146454 1399795 1 1
146454 2955038711028476 1 1
1317701 1054240 1 1
1262523 28737 1 1
1262523 1403660 1 1
1262523 20201 1 1
1262523 1119780 1 1
138401 1036143 1 1
138401 2449133523027071 1 1
1442141 244365 1 1
1442141 1154776 1 1
1442141 1581809 1 1
1386655 1564352 1 1
179273 1164004 1 1
179273 1571290 1 1
179273 1221193 1 1
1553120 135222 1 1
1200692 204464 1 1
1200692 1299974 1 1
1003419 1159579 1 1
5470 1092964 1 1
5470 1465419 1 1
5470 1231398 1 1
5470 147350 1 1
5470 1303706 1 1
1209569 1055794 1 1
1209569 1249230 1 1
1209569 1407907 1 1
544487 237705 1 1
544487 1177078 1 1
1231026 1310932 1 1
2955038711022777 1039953 1 1
1140878 1144774 1 1
1140878 1253585 1 1
1140878 1017679 1 1
1140878 166181 1 1
1140878 142681 1 1
1187279 1149486 1 1
1279674 1249957 1 1
1279674 1074347 1 1
1279674 1186662 1 1
1140874 1154946 1 1
1140874 443545 1 1
1140874 1278034 1 1
1140874 1050364 1 1
1140874 1458272 1 1
1140874 1589200 1 1
1140874 310400 1 1
1140874 1091919 1 1
1140874 1334232 1 1
1140874 1516936 1 1
1140874 1445362 1 1
1140874 484860 1 1
5786821413027732 1124481 1 1
1286518 1455003 1 1
1398255 1031387 1 1
1398255 1170732 1 1
596098021022815 596098021022570 1 1
596098021022815 596098021026057 1 1
596098021022815 1101688 1 1
1115564 1092115 1 1
1115564 1575142 1 1
1115564 1503689 1 1
1115564 1226689 1 1
1115564 1285371 1 1
1115564 161315 1 1
1115564 1281412 1 1
1115564 1031429 1 1
1115564 1084056 1 1
1115564 1134209 1 1
1115564 1401668 1 1
1115564 1116894 1 1
1283461 1033906 1 1
1031387 1398255 1 1
1031387 1046032 1 1
1031387 200280 1 1
1186343 1151144 1 1
1498233 1560683 1 1
1019394 1062403 1 1
1292173 346149 1 1
1292173 1420616 1 1
1292173 1459967 1 1
1292173 100328 1 1
