VertexFrom VertexTo TimeStart TimeStop
VehicleFlowWestToEast44 VehicleFlowWestToEast45 2 2
VehicleFlowWestToEast44 VehicleFlowSouthToWest9 2 2
VehicleFlowWestToEast44 VehicleFlowEastToWest8 2 2
VehicleFlowWestToEast44 VehicleFlowEastToWest9 2 2
VehicleFlowWestToEast44 VehicleFlowEastToWest_17 2 2
VehicleFlowWestToEast44 VehicleFlowSouthToWest10 2 2
VehicleFlowWestToEast44 VehicleFlowEastToWest_09 2 2
VehicleFlowWestToEast44 VehicleFlowEastToWest_010 2 2
VehicleFlowWestToEast_033 VehicleFlowNorthToWest9 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast_032 2 2
VehicleFlowWestToEast_033 VehicleFlowEastToSouth2 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToNorth9 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast34 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast35 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast36 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast37 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast30 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast31 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast32 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast33 2 2
VehicleFlowWestToEast_033 VehicleFlowEastToWest_18 2 2
VehicleFlowWestToEast_033 VehicleFlowEastToWest_19 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast27 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast26 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast24 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast29 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast28 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToNorth11 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast_028 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToNorth12 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast_029 2 2
VehicleFlowWestToEast_033 VehicleFlowEastToWest_110 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToNorth10 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast_034 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast_031 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast_030 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToSouth4 2 2
VehicleFlowWestToEast_033 VehicleFlowEastToWest12 2 2
VehicleFlowWestToEast_033 VehicleFlowEastToWest10 2 2
VehicleFlowWestToEast_033 VehicleFlowEastToWest11 2 2
VehicleFlowWestToEast_033 VehicleFlowNorthToSouth6 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast_026 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast_027 2 2
VehicleFlowWestToEast_033 VehicleFlowWestToEast_024 2 2
VehicleFlowWestToEast_033 VehicleFlowEastToWest_012 2 2
VehicleFlowWestToEast_033 VehicleFlowEastToWest_011 2 2
VehicleFlowWestToEast_032 VehicleFlowNorthToWest9 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast_033 2 2
VehicleFlowWestToEast_032 VehicleFlowEastToSouth2 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToNorth9 2 2
VehicleFlowWestToEast_032 VehicleFlowNorthToEast5 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast34 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast35 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast36 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast37 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast30 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast31 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast32 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast33 2 2
VehicleFlowWestToEast_032 VehicleFlowEastToWest_18 2 2
VehicleFlowWestToEast_032 VehicleFlowEastToWest_19 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast27 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast26 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast24 2 2
VehicleFlowWestToEast_032 VehicleFlowNorthToWest10 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast29 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast28 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToNorth11 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast_028 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToNorth12 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast_029 2 2
VehicleFlowWestToEast_032 VehicleFlowEastToWest_110 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToNorth10 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast_034 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast_031 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast_030 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToSouth4 2 2
VehicleFlowWestToEast_032 VehicleFlowEastToWest12 2 2
VehicleFlowWestToEast_032 VehicleFlowEastToWest10 2 2
VehicleFlowWestToEast_032 VehicleFlowEastToWest11 2 2
VehicleFlowWestToEast_032 VehicleFlowNorthToSouth6 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast_026 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast_027 2 2
VehicleFlowWestToEast_032 VehicleFlowWestToEast_024 2 2
VehicleFlowWestToEast_032 VehicleFlowEastToWest_012 2 2
VehicleFlowWestToEast_032 VehicleFlowEastToWest_011 2 2
VehicleFlowEastToSouth2 VehicleFlowNorthToWest9 2 2
VehicleFlowEastToSouth2 VehicleFlowEastToWest_111 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast_033 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast_032 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToNorth9 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToNorth6 2 2
VehicleFlowEastToSouth2 VehicleFlowNorthToEast5 2 2
VehicleFlowEastToSouth2 VehicleFlowNorthToEast4 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast34 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast35 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast36 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast30 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast31 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast32 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast33 2 2
VehicleFlowEastToSouth2 VehicleFlowSouthToEast7 2 2
VehicleFlowEastToSouth2 VehicleFlowEastToWest_18 2 2
VehicleFlowEastToSouth2 VehicleFlowEastToWest_19 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast27 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast26 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast25 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast24 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast23 2 2
VehicleFlowEastToSouth2 VehicleFlowNorthToWest10 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast29 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast28 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast19 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToNorth11 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast_028 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast_029 2 2
VehicleFlowEastToSouth2 VehicleFlowEastToWest_110 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToNorth10 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast_031 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast_030 2 2
VehicleFlowEastToSouth2 VehicleFlowSouthToWest13 2 2
VehicleFlowEastToSouth2 VehicleFlowSouthToWest12 2 2
VehicleFlowEastToSouth2 VehicleFlowSouthToWest11 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToSouth4 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToNorth8 2 2
VehicleFlowEastToSouth2 VehicleFlowEastToWest12 2 2
VehicleFlowEastToSouth2 VehicleFlowEastToWest10 2 2
VehicleFlowEastToSouth2 VehicleFlowEastToWest11 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToNorth5 2 2
VehicleFlowEastToSouth2 VehicleFlowNorthToSouth6 2 2
VehicleFlowEastToSouth2 VehicleFlowNorthToSouth4 2 2
VehicleFlowEastToSouth2 VehicleFlowNorthToSouth5 2 2
VehicleFlowEastToSouth2 VehicleFlowSouthToNorth6 2 2
VehicleFlowEastToSouth2 VehicleFlowSouthToNorth7 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast_026 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast_027 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast_024 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast_025 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast_022 2 2
VehicleFlowEastToSouth2 VehicleFlowWestToEast_023 2 2
VehicleFlowEastToSouth2 VehicleFlowEastToWest_013 2 2
VehicleFlowEastToSouth2 VehicleFlowEastToWest_012 2 2
VehicleFlowEastToSouth2 VehicleFlowEastToWest_011 2 2
VehicleFlowWestToNorth9 VehicleFlowNorthToWest9 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast_033 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast_032 2 2
VehicleFlowWestToNorth9 VehicleFlowEastToSouth2 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToNorth6 2 2
VehicleFlowWestToNorth9 VehicleFlowNorthToEast6 2 2
VehicleFlowWestToNorth9 VehicleFlowNorthToEast5 2 2
VehicleFlowWestToNorth9 VehicleFlowNorthToEast4 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast34 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast35 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast36 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast30 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast31 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast32 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast33 2 2
VehicleFlowWestToNorth9 VehicleFlowSouthToEast7 2 2
VehicleFlowWestToNorth9 VehicleFlowEastToWest_18 2 2
VehicleFlowWestToNorth9 VehicleFlowEastToWest_19 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast27 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast26 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast25 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast24 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast23 2 2
VehicleFlowWestToNorth9 VehicleFlowNorthToWest10 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast29 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast28 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast19 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToNorth11 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast_028 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToNorth12 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast_029 2 2
VehicleFlowWestToNorth9 VehicleFlowEastToWest_110 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToNorth10 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast_031 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast_030 2 2
VehicleFlowWestToNorth9 VehicleFlowSouthToWest13 2 2
VehicleFlowWestToNorth9 VehicleFlowSouthToWest12 2 2
VehicleFlowWestToNorth9 VehicleFlowSouthToWest11 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToSouth4 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToNorth8 2 2
VehicleFlowWestToNorth9 VehicleFlowEastToWest12 2 2
VehicleFlowWestToNorth9 VehicleFlowEastToWest10 2 2
VehicleFlowWestToNorth9 VehicleFlowEastToWest11 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToNorth5 2 2
VehicleFlowWestToNorth9 VehicleFlowNorthToSouth6 2 2
VehicleFlowWestToNorth9 VehicleFlowNorthToSouth4 2 2
VehicleFlowWestToNorth9 VehicleFlowNorthToSouth5 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToNorth7 2 2
VehicleFlowWestToNorth9 VehicleFlowSouthToNorth6 2 2
VehicleFlowWestToNorth9 VehicleFlowSouthToNorth7 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast_026 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast_027 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast_024 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast_025 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast_022 2 2
VehicleFlowWestToNorth9 VehicleFlowWestToEast_023 2 2
VehicleFlowWestToNorth9 VehicleFlowEastToWest_013 2 2
VehicleFlowWestToNorth9 VehicleFlowEastToWest_012 2 2
VehicleFlowWestToNorth9 VehicleFlowEastToWest_011 2 2
BusFlowWestEast01 VehicleFlowEastToNorth5 2 2
BusFlowWestEast01 VehicleFlowEastToWest_014 2 2
VehicleFlowSouthToWest9 VehicleFlowWestToEast43 2 2
VehicleFlowSouthToWest9 VehicleFlowWestToEast44 2 2
VehicleFlowSouthToWest9 VehicleFlowEastToWest8 2 2
VehicleFlowSouthToWest9 VehicleFlowEastToWest9 2 2
VehicleFlowSouthToWest9 VehicleFlowEastToWest_17 2 2
VehicleFlowSouthToWest9 VehicleFlowWestToNorth14 2 2
VehicleFlowSouthToWest9 VehicleFlowSouthToWest10 2 2
VehicleFlowSouthToWest9 VehicleFlowEastToWest_09 2 2
VehicleFlowSouthToWest9 VehicleFlowEastToWest_010 2 2
VehicleFlowSouthToWest8 VehicleFlowEastToWest_08 2 2
VehicleFlowSouthToWest8 VehicleFlowEastToWest_07 2 2
VehicleFlowSouthToWest8 VehicleFlowEastToWest_06 2 2
VehicleFlowSouthToWest8 VehicleFlowSouthToWest7 2 2
VehicleFlowSouthToWest8 VehicleFlowEastToWest7 2 2
VehicleFlowSouthToWest8 VehicleFlowEastToWest_16 2 2
VehicleFlowSouthToWest8 VehicleFlowEastToWest_14 2 2
VehicleFlowSouthToWest8 VehicleFlowEastToWest_15 2 2
VehicleFlowSouthToWest7 VehicleFlowEastToWest_07 2 2
VehicleFlowSouthToWest7 VehicleFlowSouthToWest8 2 2
VehicleFlowSouthToWest7 VehicleFlowEastToWest_14 2 2
VehicleFlowSouthToWest7 VehicleFlowEastToWest_15 2 2
VehicleFlowSouthToWest6 VehicleFlowEastToWest6 2 2
VehicleFlowSouthToWest6 VehicleFlowEastToWest_06 2 2
VehicleFlowSouthToWest6 VehicleFlowNorthToWest5 2 2
VehicleFlowSouthToWest6 VehicleFlowSouthToWest5 2 2
VehicleFlowSouthToWest5 VehicleFlowEastToWest6 2 2
VehicleFlowSouthToWest5 VehicleFlowEastToWest_06 2 2
VehicleFlowSouthToWest5 VehicleFlowNorthToWest5 2 2
VehicleFlowSouthToWest5 VehicleFlowSouthToWest6 2 2
VehicleFlowWestToNorth6 VehicleFlowNorthToWest9 2 2
VehicleFlowWestToNorth6 VehicleFlowEastToWest_111 2 2
VehicleFlowWestToNorth6 VehicleFlowEastToSouth2 2 2
VehicleFlowWestToNorth6 VehicleFlowWestToNorth9 2 2
VehicleFlowWestToNorth6 VehicleFlowNorthToEast6 2 2
